ticket_id,ticket_text,Servicio,Categoria,Subcategoria
TKT-0530,Hice upgrade pero no tengo acceso a nuevas features.,Billing & Account,Suscripción,Upgrades y downgrades
TKT-0531,¿Cuál es la duración máxima de un JWT?,API Management,Autenticación,Token JWT
TKT-0532,¿Cuáles son los requisitos mínimos de compatibilidad?,API Management,Integración,Compatibilidad
TKT-0533,Error en configuración inicial del SDK.,Soporte Técnico,Instalación,Configuración inicial
TKT-0534,Error al validar JWT: 'firma inválida'.,API Management,Autenticación,Token JWT
TKT-0535,¿Cuándo son las ventanas de mantenimiento?,Soporte Técnico,Mantenimiento,Ventanas de mantenimiento
TKT-0536,¿Dónde encuentro ejemplos de código en Python?,API Management,Integración,Documentación de API
TKT-0537,¿Cómo configuro OAuth 2.0 para mi aplicación?,API Management,Autenticación,OAuth 2.0
TKT-0538,La alerta que creé no se está disparando.,Performance & Monitoring,Alertas,Configuración de alertas
TKT-0539,Los nuevos servidores del auto-scaling no reciben tráfico equitativamente.,Cloud Infrastructure,Instancias,Escalabilidad automática
TKT-0540,El token es válido pero retorna 403.,Soporte Técnico,Errores,Error 403
TKT-0541,Estoy recibiendo error 429 (Too Many Requests) constantemente.,API Management,Rate Limiting,Límites de rate
TKT-0542,¿Cómo migro mi aplicación a una instancia diferente sin downtime?,Cloud Infrastructure,Instancias,Migración de servidor
TKT-0543,Error 500 con mensaje poco útil.,Soporte Técnico,Errores,Error 500
TKT-0544,¿Puedo exportar comparativas en gráfico?,Performance & Monitoring,Métricas,Comparativa de periodos
TKT-0545,¿Cuál es la diferencia entre planes: starter vs professional?,Billing & Account,Suscripción,Upgrades y downgrades
TKT-0546,Timeout aleatorio sin patrón aparente.,Soporte Técnico,Errores,Timeout de conexión
TKT-0547,¿Puedo obtener una factura detallada con breakdown por servicio?,Billing & Account,Facturación,Factura incorrecta
TKT-0548,Necesito cumplimiento GDPR: ¿cómo borro datos de usuarios?,Cloud Infrastructure,Almacenamiento,Eliminación de datos
TKT-0549,¿Cómo accedo a los logs de mi aplicación?,Performance & Monitoring,Logs,Acceso a logs
TKT-0550,¿Cuál es el costo de la escalabilidad automática?,Cloud Infrastructure,Instancias,Escalabilidad automática
TKT-0551,La versión antigua de la API será deprecada. ¿Qué debo hacer?,API Management,Integración,Versionamiento
TKT-0552,Necesito un límite más alto de requests/segundo.,API Management,Rate Limiting,Límites de rate
TKT-0553,Error en configuración inicial del SDK.,Soporte Técnico,Instalación,Configuración inicial
TKT-0554,Recibo 403 Forbidden aunque tengo permisos.,Soporte Técnico,Errores,Error 403
TKT-0555,Filtrado de eventos está muy lento.,Performance & Monitoring,Logs,Filtrado de eventos
TKT-0556,Las notificaciones llegan atrasadas.,Performance & Monitoring,Alertas,Notificaciones
TKT-0557,¿Cómo cambio el canal de notificaciones (email vs SMS)?,Performance & Monitoring,Alertas,Notificaciones
TKT-0558,¿Cuánto dura un downtime típico?,Soporte Técnico,Mantenimiento,Downtime planificado
TKT-0559,La alerta que creé no se está disparando.,Performance & Monitoring,Alertas,Configuración de alertas
TKT-0560,Los permisos de usuario no se aplican correctamente.,Billing & Account,Acceso,Permisos de usuario
TKT-0561,¿Dónde encuentro la lista de dependencias?,Soporte Técnico,Instalación,Dependencias faltantes
TKT-0562,Actualicé la librería y rompió mi código.,Soporte Técnico,Errores,Problema de compatibilidad
TKT-0563,¿Hay guía paso a paso de migración?,Soporte Técnico,Mantenimiento,Migraciones
TKT-0564,¿Puedo aumentar la velocidad de throttling?,API Management,Rate Limiting,Throttling
TKT-0565,Reinicié el servidor pero no volvió a arrancar. ¿Qué pasó?,Cloud Infrastructure,Instancias,Reinicio de instancia
TKT-0566,¿Dónde puedo descargar mis backups?,Cloud Infrastructure,Almacenamiento,Backup y recuperación
TKT-0567,Un endpoint que uso será deprecado en 30 días.,API Management,Integración,Deprecación de endpoints
TKT-0568,"Refresh token expirado, ¿cómo lo renuevo?",API Management,Autenticación,OAuth 2.0
TKT-0569,¿Cuáles son los umbrales normales de CPU/memoria?,Performance & Monitoring,Métricas,CPU y memoria
TKT-0570,¿Cuáles son las versiones mínimas de dependencias?,Soporte Técnico,Instalación,Dependencias faltantes
TKT-0571,¿Cómo configuro el entorno para desarrollo local?,Soporte Técnico,Instalación,Entorno de desarrollo
TKT-0572,El flujo OAuth no redirige correctamente al callback.,API Management,Autenticación,OAuth 2.0
TKT-0573,El servidor está lento. Los tiempos de respuesta se han degradado en las últimas horas.,Cloud Infrastructure,Instancias,Rendimiento de servidor
TKT-0574,¿Hay timeline de deprecación de features?,API Management,Integración,Deprecación de endpoints
TKT-0575,¿Cuáles son los requisitos mínimos de compatibilidad?,API Management,Integración,Compatibilidad
TKT-0576,Los permisos de OAuth no están reflejando lo que solicité.,API Management,Autenticación,OAuth 2.0
TKT-0577,¿Por qué la memoria crece constantemente?,Performance & Monitoring,Métricas,CPU y memoria
TKT-0578,¿Cómo me notifico de nuevos parches?,Soporte Técnico,Mantenimiento,Actualizaciones de parches
TKT-0579,Picos de CPU pero no veo qué proceso los causa.,Performance & Monitoring,Métricas,CPU y memoria
TKT-0580,Necesito cumplimiento GDPR: ¿cómo borro datos de usuarios?,Cloud Infrastructure,Almacenamiento,Eliminación de datos
TKT-0581,Las notificaciones llegan atrasadas.,Performance & Monitoring,Alertas,Notificaciones
TKT-0582,Quiero vaciar un bucket/tabla pero temo perder datos importantes.,Cloud Infrastructure,Almacenamiento,Eliminación de datos
TKT-0583,El sistema me advierte que solo tengo 5% de espacio libre.,Cloud Infrastructure,Almacenamiento,Capacidad de almacenamiento
TKT-0584,¿Cuál es el proceso para apelar una suspensión?,Billing & Account,Acceso,Suspensión de cuenta
TKT-0585,Tengo un código de promoción pero no puedo aplicarlo.,Billing & Account,Suscripción,Promociones
TKT-0586,Problema con DNS y dominios,Cloud Infrastructure,Redes,DNS y dominios
TKT-0587,¿Hay penalidad por downgrade frecuente?,Billing & Account,Suscripción,Upgrades y downgrades
TKT-0588,¿Dónde puedo descargar logs en formato CSV?,Performance & Monitoring,Logs,Acceso a logs
TKT-0589,Se me cobraron servicios que no usé.,Billing & Account,Facturación,Factura incorrecta
TKT-0590,Problema con DNS y dominios,Cloud Infrastructure,Redes,DNS y dominios
TKT-0591,¿Cuáles son los requisitos de compatibilidad?,Soporte Técnico,Errores,Problema de compatibilidad
TKT-0592,¿Hay costo adicional por retención extendida?,Performance & Monitoring,Logs,Retención de datos
TKT-0593,¿Dónde pongo mis credenciales?,Soporte Técnico,Instalación,Configuración inicial
TKT-0594,Necesito búsqueda full-text en logs.,Performance & Monitoring,Logs,Filtrado de eventos
TKT-0595,¿Hay wrapper de API para Node.js?,API Management,Integración,Compatibilidad
TKT-0596,Problema con Configuración de firewall,Cloud Infrastructure,Redes,Configuración de firewall
TKT-0597,Los gráficos se actualizan muy lentamente.,Performance & Monitoring,Métricas,Gráficos de uso
TKT-0598,La severidad de la alerta está mal clasificada.,Performance & Monitoring,Logs,Alertas de error
TKT-0599,Problema con Configuración de firewall,Cloud Infrastructure,Redes,Configuración de firewall
TKT-0600,Problema con DNS y dominios,Cloud Infrastructure,Redes,DNS y dominios
TKT-0601,Problema con Latencia de red,Cloud Infrastructure,Redes,Latencia de red
TKT-0602,Escalamiento de alerta ocurrió muy rápido.,Performance & Monitoring,Alertas,Escalamiento de alertas
TKT-0603,"Los logs están incompletos, faltan eventos.",Performance & Monitoring,Logs,Acceso a logs
TKT-0604,La latencia de mi API aumentó en las últimas horas.,Performance & Monitoring,Métricas,Latencia de respuesta
TKT-0605,El servidor de desarrollo no funciona.,Soporte Técnico,Instalación,Entorno de desarrollo
TKT-0606,¿Cómo configuro el entorno para desarrollo local?,Soporte Técnico,Instalación,Entorno de desarrollo
TKT-0607,¿Cómo configuro OAuth 2.0 para mi aplicación?,API Management,Autenticación,OAuth 2.0
TKT-0608,Faltan dependencias al instalar SDK.,Soporte Técnico,Instalación,Dependencias faltantes
TKT-0609,El scaling down es muy agresivo y causa caídas de servicio.,Cloud Infrastructure,Instancias,Escalabilidad automática
TKT-0610,¿Dónde está el cuello de botella en latencia?,Performance & Monitoring,Métricas,Latencia de respuesta
TKT-0611,Hay incompatibilidad entre versiones de API.,API Management,Integración,Versionamiento
TKT-0612,Necesito retención más larga de 30 días.,Performance & Monitoring,Logs,Retención de datos
TKT-0613,Mis alertas se disparan por falsos positivos.,Performance & Monitoring,Alertas,Configuración de alertas
TKT-0614,Mi API key fue comprometida. Necesito rotarla urgente.,API Management,Autenticación,API Keys
TKT-0615,No tengo permisos para crear instancias. ¿Cómo lo cambio?,Billing & Account,Acceso,Permisos de usuario
TKT-0616,Un mantenimiento no programado dejó el servicio caído.,Soporte Técnico,Mantenimiento,Ventanas de mantenimiento
TKT-0617,¿Hay guía de migraciones entre versiones de API?,API Management,Integración,Documentación de API
TKT-0618,¿Cuál es el límite de rate por defecto en la API?,API Management,Rate Limiting,Límites de rate
TKT-0619,¿Cuánto tarda en completarse la provisión de un servidor nuevo?,Cloud Infrastructure,Instancias,Provisión de servidor
TKT-0620,El proceso de eliminación está tardando demasiado.,Cloud Infrastructure,Almacenamiento,Eliminación de datos
TKT-0621,No recibo email de recuperación de contraseña.,Billing & Account,Acceso,Recuperación de contraseña
TKT-0622,¿Cómo hago debug de error 403?,Soporte Técnico,Errores,Error 403
TKT-0623,Error de certificado: 'no confiable' al acceder a la API.,API Management,Autenticación,Certificados SSL
TKT-0624,Necesito retención más larga de 30 días.,Performance & Monitoring,Logs,Retención de datos
TKT-0625,Limpieza de base de datos dejó inconsistencias.,Soporte Técnico,Mantenimiento,Limpieza de base de datos
TKT-0626,Hay incompatibilidad entre versiones de API.,API Management,Integración,Versionamiento
TKT-0627,¿Se notifica con anticipación antes del mantenimiento?,Soporte Técnico,Mantenimiento,Ventanas de mantenimiento
TKT-0628,Necesito restaurar a una versión anterior de mis datos.,Cloud Infrastructure,Almacenamiento,Backup y recuperación
TKT-0629,¿Cómo me notifico de nuevos parches?,Soporte Técnico,Mantenimiento,Actualizaciones de parches
TKT-0630,Problema con Latencia de red,Cloud Infrastructure,Redes,Latencia de red
TKT-0631,¿Dónde puedo descargar mis backups?,Cloud Infrastructure,Almacenamiento,Backup y recuperación
TKT-0632,Problema con Conectividad VPC,Cloud Infrastructure,Redes,Conectividad VPC
TKT-0633,La migración falló a mitad del proceso.,Soporte Técnico,Mantenimiento,Migraciones
TKT-0634,¿Hay archivo de configuración de ejemplo?,Soporte Técnico,Instalación,Configuración inicial
TKT-0635,¿A quién se escala si no responde el equipo?,Performance & Monitoring,Alertas,Escalamiento de alertas
TKT-0636,Promoción aplicada incorrectamente en la factura.,Billing & Account,Suscripción,Promociones
TKT-0637,¿Dónde pongo mis credenciales?,Soporte Técnico,Instalación,Configuración inicial
TKT-0638,Hay ejemplos incompletos en la documentación.,Soporte Técnico,Instalación,Documentación incompleta
TKT-0639,Un endpoint que uso será deprecado en 30 días.,API Management,Integración,Deprecación de endpoints
TKT-0640,¿Qué diferencia hay entre 403 y 401?,Soporte Técnico,Errores,Error 403
TKT-0641,¿Dónde reporto bugs?,Soporte Técnico,Errores,Bug en feature
TKT-0642,Mi versión de librería no es compatible.,Soporte Técnico,Errores,Problema de compatibilidad
TKT-0643,Pagué a mitad de mes y me cobran el ciclo completo.,Billing & Account,Facturación,Ciclo de facturación
TKT-0644,¿Hay herramienta de limpieza automática?,Soporte Técnico,Mantenimiento,Limpieza de base de datos
TKT-0645,¿Hay opción de gráficos personalizados?,Performance & Monitoring,Métricas,Gráficos de uso
TKT-0646,Necesito reconfigurar el URL de mi webhook.,API Management,Integración,Webhook
TKT-0647,Filtrado de eventos está muy lento.,Performance & Monitoring,Logs,Filtrado de eventos
TKT-0648,Mi token JWT expiró. ¿Cómo regenero uno nuevo?,API Management,Autenticación,Token JWT
TKT-0649,No puedo crear una nueva instancia de servidor. Me aparece error de permisos al intentar provisionar desde el dashboard.,Cloud Infrastructure,Instancias,Provisión de servidor
TKT-0650,Los tokens JWT que genero no son válidos.,API Management,Autenticación,Token JWT
TKT-0651,¿Cómo sabré cuándo expira mi excepción temporal?,API Management,Rate Limiting,Excepciones temporales
TKT-0652,¿Cómo uso umbrales dinámicos?,Performance & Monitoring,Alertas,Umbrales de disparo
TKT-0653,Problema con Conectividad VPC,Cloud Infrastructure,Redes,Conectividad VPC
TKT-0654,¿A quién se escala si no responde el equipo?,Performance & Monitoring,Alertas,Escalamiento de alertas
TKT-0655,El bug fue introducido en la última actualización.,Soporte Técnico,Errores,Bug en feature
TKT-0656,Problema con Balanceador de carga,Cloud Infrastructure,Redes,Balanceador de carga
TKT-0657,El scaling down es muy agresivo y causa caídas de servicio.,Cloud Infrastructure,Instancias,Escalabilidad automática
TKT-0658,"Después del reinicio, los datos no persistieron. ¿Dónde guardé mal?",Cloud Infrastructure,Instancias,Reinicio de instancia
TKT-0659,Compatibilidad rota entre mi código y la API.,API Management,Integración,Compatibilidad
TKT-0660,¿Puedo silenciar notificaciones en horarios específicos?,Performance & Monitoring,Alertas,Notificaciones
TKT-0661,Las notificaciones llegan atrasadas.,Performance & Monitoring,Alertas,Notificaciones
TKT-0662,El token es válido pero retorna 403.,Soporte Técnico,Errores,Error 403
TKT-0663,Problema con Conectividad VPC,Cloud Infrastructure,Redes,Conectividad VPC
TKT-0664,Algunos archivos se descargan rápido y otros muy lento.,Cloud Infrastructure,Almacenamiento,Velocidad de acceso
TKT-0665,La replicación de datos está desfasada. Hay inconsistencia entre regiones.,Cloud Infrastructure,Almacenamiento,Replicación de datos
TKT-0666,CPU al 100% constantemente. ¿Es normal? ¿Cómo optimizo?,Cloud Infrastructure,Instancias,Rendimiento de servidor
TKT-0667,¿Cuál es el proceso para instalar un certificado SSL personalizado?,API Management,Autenticación,Certificados SSL
TKT-0668,Promoción aplicada incorrectamente en la factura.,Billing & Account,Suscripción,Promociones
TKT-0669,Mi servicio tuvo downtime anoche. ¿Qué pasó?,Performance & Monitoring,Métricas,Disponibilidad del servicio
TKT-0670,He alcanzado el límite de almacenamiento. ¿Cómo aumento la capacidad?,Cloud Infrastructure,Almacenamiento,Capacidad de almacenamiento
TKT-0671,¿Cómo desactivo la renovación automática?,Billing & Account,Suscripción,Renovación automática
TKT-0672,La replicación falló y no sé por qué.,Cloud Infrastructure,Almacenamiento,Replicación de datos
TKT-0673,Necesito versión anterior antes del parche.,Soporte Técnico,Mantenimiento,Actualizaciones de parches
TKT-0674,¿Puedo cambiar de plan a mitad del ciclo?,Billing & Account,Suscripción,Cambio de plan
TKT-0675,Problema con Configuración de firewall,Cloud Infrastructure,Redes,Configuración de firewall
TKT-0676,¿Ya está reportado este bug?,Soporte Técnico,Errores,Bug en feature
TKT-0677,Quiero cancelar mi cuenta. ¿Cuál es el proceso?,Billing & Account,Suscripción,Cancelación de cuenta
TKT-0678,No recibo notificaciones de alertas.,Performance & Monitoring,Logs,Alertas de error
TKT-0679,El renovación automática de credenciales no funcionó.,API Management,Autenticación,Renovación de credenciales
TKT-0680,¿Hay período de gracia antes de cancelación final?,Billing & Account,Suscripción,Cancelación de cuenta
TKT-0681,¿Cuáles son las versiones mínimas de dependencias?,Soporte Técnico,Instalación,Dependencias faltantes
TKT-0682,Timeout en solicitudes específicas pero no en otras.,Soporte Técnico,Errores,Timeout de conexión
TKT-0683,¿Cómo configuro el entorno para desarrollo local?,Soporte Técnico,Instalación,Entorno de desarrollo
TKT-0684,¿Se notifica con anticipación antes del mantenimiento?,Soporte Técnico,Mantenimiento,Ventanas de mantenimiento
TKT-0685,La escalabilidad automática no se activa aunque los umbrales se superan.,Cloud Infrastructure,Instancias,Escalabilidad automática
TKT-0686,El umbral es demasiado sensible. Muchos falsos positivos.,Performance & Monitoring,Alertas,Umbrales de disparo
TKT-0687,¿Cómo aplico un cupón retroactivamente?,Billing & Account,Facturación,Descuentos no aplicados
TKT-0688,Necesito cambiar el correo asociado a mi cuenta.,Billing & Account,Acceso,Cambio de correo
TKT-0689,Hay incompatibilidad entre módulos.,Soporte Técnico,Errores,Problema de compatibilidad
TKT-0690,¿Cómo implemento reintentos exponenciales para throttling?,API Management,Rate Limiting,Throttling
TKT-0691,El sistema me advierte que solo tengo 5% de espacio libre.,Cloud Infrastructure,Almacenamiento,Capacidad de almacenamiento
TKT-0692,Actualicé la librería y rompió mi código.,Soporte Técnico,Errores,Problema de compatibilidad
TKT-0693,2FA está retrasando demasiado el login.,Billing & Account,Acceso,Dos factores
TKT-0694,¿Hay timeline de deprecación de features?,API Management,Integración,Deprecación de endpoints
TKT-0695,Mi servicio tuvo downtime anoche. ¿Qué pasó?,Performance & Monitoring,Métricas,Disponibilidad del servicio
TKT-0696,Los ejemplos de código no funcionan como están.,Soporte Técnico,Instalación,Documentación incompleta
TKT-0697,La excepción temporal que solicité no fue aprobada.,API Management,Rate Limiting,Excepciones temporales
TKT-0698,Necesito reiniciar una instancia. ¿Hay downtime asociado?,Cloud Infrastructure,Instancias,Reinicio de instancia
TKT-0699,¿Qué formatos soportan para exportación?,Performance & Monitoring,Logs,Exportación de reportes
TKT-0700,¿Cuáles son los requisitos mínimos de compatibilidad?,API Management,Integración,Compatibilidad
TKT-0701,Throttling está afectando mi aplicación en producción.,API Management,Rate Limiting,Throttling
TKT-0702,¿Cuál es el número máximo de alertas que puedo crear?,Performance & Monitoring,Alertas,Configuración de alertas
TKT-0703,¿Hay archivo de configuración de ejemplo?,Soporte Técnico,Instalación,Configuración inicial
TKT-0704,Escalamiento de alerta ocurrió muy rápido.,Performance & Monitoring,Alertas,Escalamiento de alertas
TKT-0705,Problema con Conectividad VPC,Cloud Infrastructure,Redes,Conectividad VPC
TKT-0706,Mi librería cliente no es compatible con la nueva versión de API.,API Management,Integración,Compatibilidad
TKT-0707,¿Cómo activo autenticación de dos factores?,Billing & Account,Acceso,Dos factores
TKT-0708,Necesito comparar uso de enero vs febrero.,Performance & Monitoring,Métricas,Comparativa de periodos
TKT-0709,La replicación falló y no sé por qué.,Cloud Infrastructure,Almacenamiento,Replicación de datos
TKT-0710,Un usuario no tiene permisos aunque lo agregué a grupo.,Billing & Account,Acceso,Permisos de usuario
TKT-0711,¿Cómo elimino datos de forma permanente y segura?,Cloud Infrastructure,Almacenamiento,Eliminación de datos
TKT-0712,El filtrado por usuario no funciona correctamente.,Performance & Monitoring,Logs,Filtrado de eventos
TKT-0713,Quiero cambiar mi método de pago de tarjeta a transferencia.,Billing & Account,Facturación,Métodos de pago
TKT-0714,Pip install falla con error de compilación.,Soporte Técnico,Instalación,Instalación de SDK
TKT-0715,Limpieza de base de datos dejó inconsistencias.,Soporte Técnico,Mantenimiento,Limpieza de base de datos
TKT-0716,Falta documentación sobre parámetros opcionales.,API Management,Integración,Documentación de API
TKT-0717,¿Ya está reportado este bug?,Soporte Técnico,Errores,Bug en feature
TKT-0718,Latencia muy alta en las consultas a base de datos. ¿Dónde está el cuello de botella?,Cloud Infrastructure,Instancias,Rendimiento de servidor
TKT-0719,¿Dónde está el cuello de botella en latencia?,Performance & Monitoring,Métricas,Latencia de respuesta
TKT-0720,Mi webhook no recibe notificaciones aunque está configurado.,API Management,Integración,Webhook
TKT-0721,¿Cuáles son los umbrales normales de CPU/memoria?,Performance & Monitoring,Métricas,CPU y memoria
TKT-0722,¿Cuánto tiempo se conservan los logs?,Performance & Monitoring,Logs,Retención de datos
TKT-0723,Necesito retención más larga de 30 días.,Performance & Monitoring,Logs,Retención de datos
TKT-0724,Notificación duplicada para la misma alerta.,Performance & Monitoring,Alertas,Notificaciones
TKT-0725,Las solicitudes están siendo throttled sin razón aparente.,API Management,Rate Limiting,Throttling
TKT-0726,¿Cómo configuro el entorno para desarrollo local?,Soporte Técnico,Instalación,Entorno de desarrollo
TKT-0727,Hay breaking changes en la migración.,Soporte Técnico,Mantenimiento,Migraciones
TKT-0728,Necesito reconfigurar el URL de mi webhook.,API Management,Integración,Webhook
TKT-0729,El gráfico de CPU y memoria no se actualiza.,Performance & Monitoring,Métricas,CPU y memoria
TKT-0730,¿Soportan integración con frameworks específicos?,API Management,Integración,Compatibilidad
TKT-0731,¿Puedo solicitar una excepción temporal para superar límites?,API Management,Rate Limiting,Excepciones temporales
TKT-0732,Hay ejemplos incompletos en la documentación.,Soporte Técnico,Instalación,Documentación incompleta
TKT-0733,¿Hay downtime esperado en mantenimiento?,Soporte Técnico,Mantenimiento,Ventanas de mantenimiento
TKT-0734,Problema con Balanceador de carga,Cloud Infrastructure,Redes,Balanceador de carga
TKT-0735,Necesito reiniciar una instancia. ¿Hay downtime asociado?,Cloud Infrastructure,Instancias,Reinicio de instancia
TKT-0736,¿Cómo debuggeo un error 500?,Soporte Técnico,Errores,Error 500
TKT-0737,¿Cuándo son las ventanas de mantenimiento?,Soporte Técnico,Mantenimiento,Ventanas de mantenimiento
TKT-0738,Migración completada pero el servicio sigue apuntando al servidor viejo.,Cloud Infrastructure,Instancias,Migración de servidor
TKT-0739,Alcancé mi cuota mensual de API. ¿Cómo compro más?,API Management,Rate Limiting,Cuotas de API
TKT-0740,CPU al 100% constantemente. ¿Es normal? ¿Cómo optimizo?,Cloud Infrastructure,Instancias,Rendimiento de servidor
TKT-0741,Quiero vaciar un bucket/tabla pero temo perder datos importantes.,Cloud Infrastructure,Almacenamiento,Eliminación de datos
TKT-0742,¿Cuál es el límite de rate por defecto en la API?,API Management,Rate Limiting,Límites de rate
TKT-0743,Superar la cuota causa que la API retorne errores.,API Management,Rate Limiting,Cuotas de API
TKT-0744,¿Puedo enviar alertas a un canal específico?,Performance & Monitoring,Alertas,Integración con Slack
TKT-0745,¿Cómo cambio a la última versión de la API?,API Management,Integración,Versionamiento
TKT-0746,Variables de entorno no se cargan correctamente.,Soporte Técnico,Instalación,Entorno de desarrollo
TKT-0747,La migración falló a mitad del proceso.,Soporte Técnico,Mantenimiento,Migraciones
TKT-0748,Hay cargos duplicados en mi factura.,Billing & Account,Facturación,Factura incorrecta
TKT-0749,¿Por qué la memoria crece constantemente?,Performance & Monitoring,Métricas,CPU y memoria
TKT-0750,¿Dónde puedo descargar mis backups?,Cloud Infrastructure,Almacenamiento,Backup y recuperación
TKT-0751,Necesito replicar datos a múltiples datacenters.,Cloud Infrastructure,Almacenamiento,Replicación de datos
TKT-0752,¿Cuál es el número máximo de alertas que puedo crear?,Performance & Monitoring,Alertas,Configuración de alertas
TKT-0753,¿Cuándo se elimina soporte para versiones antiguas?,API Management,Integración,Versionamiento
TKT-0754,¿Cuáles son los diferentes roles disponibles?,Billing & Account,Acceso,Permisos de usuario
TKT-0755,¿Puedo cambiar la política de retención?,Performance & Monitoring,Logs,Retención de datos
TKT-0756,Un parche rompió mi aplicación.,Soporte Técnico,Mantenimiento,Actualizaciones de parches
TKT-0757,Tengo un evento especial y necesito límites temporales aumentados.,API Management,Rate Limiting,Excepciones temporales
TKT-0758,¿Cuáles son los métodos de pago disponibles?,Billing & Account,Facturación,Métodos de pago
TKT-0759,¿Qué pasa si mi endpoint de webhook devuelve error?,API Management,Integración,Webhook
TKT-0760,Problema con Latencia de red,Cloud Infrastructure,Redes,Latencia de red
TKT-0761,Escalamiento de alerta ocurrió muy rápido.,Performance & Monitoring,Alertas,Escalamiento de alertas
TKT-0762,Pagué a mitad de mes y me cobran el ciclo completo.,Billing & Account,Facturación,Ciclo de facturación
TKT-0763,Problema con Latencia de red,Cloud Infrastructure,Redes,Latencia de red
TKT-0764,¿Dónde reporto bugs?,Soporte Técnico,Errores,Bug en feature
TKT-0765,El percentil P99 de latencia es muy alto.,Performance & Monitoring,Métricas,Latencia de respuesta
TKT-0766,Se me cobraron servicios que no usé.,Billing & Account,Facturación,Factura incorrecta
TKT-0767,Reinicié el servidor pero no volvió a arrancar. ¿Qué pasó?,Cloud Infrastructure,Instancias,Reinicio de instancia
TKT-0768,El dashboard de uso muestra números inconsistentes.,API Management,Rate Limiting,Monitoreo de uso
TKT-0769,El servidor retorna 500 pero el servicio está activo.,Soporte Técnico,Errores,Error 500
TKT-0770,¿Cuál es la cuota incluida en mi plan?,API Management,Rate Limiting,Cuotas de API
TKT-0771,Necesito exportar logs en formato JSON.,Performance & Monitoring,Logs,Exportación de reportes
TKT-0772,No recibo notificaciones de alertas.,Performance & Monitoring,Logs,Alertas de error
TKT-0773,¿Hay penalidad por downgrade frecuente?,Billing & Account,Suscripción,Upgrades y downgrades
TKT-0774,Picos de CPU pero no veo qué proceso los causa.,Performance & Monitoring,Métricas,CPU y memoria
TKT-0775,Cambié de plan pero la factura no reflejó el cambio.,Billing & Account,Suscripción,Cambio de plan
TKT-0776,Alcancé mi cuota mensual de API. ¿Cómo compro más?,API Management,Rate Limiting,Cuotas de API
TKT-0777,¿Cuál es el procedimiento recomendado para reiniciar en producción?,Cloud Infrastructure,Instancias,Reinicio de instancia
TKT-0778,Olvidé mi contraseña y no tengo acceso al email.,Billing & Account,Acceso,Recuperación de contraseña
TKT-0779,¿Dónde pongo mis credenciales?,Soporte Técnico,Instalación,Configuración inicial
TKT-0780,La alerta que creé no se está disparando.,Performance & Monitoring,Alertas,Configuración de alertas
TKT-0781,El reporte que descargué está incompleto.,Performance & Monitoring,Logs,Exportación de reportes
TKT-0782,¿Con qué anticipación debo renovar antes de la expiración?,API Management,Autenticación,Renovación de credenciales
TKT-0783,¿Cuáles son los pasos para migrar de datacenter A a datacenter B?,Cloud Infrastructure,Instancias,Migración de servidor
TKT-0784,No puedo filtrar logs por timestamp.,Performance & Monitoring,Logs,Acceso a logs
TKT-0785,Necesito búsqueda full-text en logs.,Performance & Monitoring,Logs,Filtrado de eventos
TKT-0786,El backup falló. No me muestra si fue completado.,Cloud Infrastructure,Almacenamiento,Backup y recuperación
TKT-0787,El nuevo email ya está registrado en otra cuenta.,Billing & Account,Acceso,Cambio de correo
TKT-0788,Error: módulo no encontrado después de instalar.,Soporte Técnico,Instalación,Dependencias faltantes
TKT-0789,Hay cargos duplicados en mi factura.,Billing & Account,Facturación,Factura incorrecta
TKT-0790,Problema con Balanceador de carga,Cloud Infrastructure,Redes,Balanceador de carga
TKT-0791,Quiero cancelar mi cuenta. ¿Cuál es el proceso?,Billing & Account,Suscripción,Cancelación de cuenta
TKT-0792,No puedo filtrar logs por timestamp.,Performance & Monitoring,Logs,Acceso a logs
TKT-0793,La alerta que creé no se está disparando.,Performance & Monitoring,Alertas,Configuración de alertas
TKT-0794,Los permisos de usuario no se aplican correctamente.,Billing & Account,Acceso,Permisos de usuario
TKT-0795,Recibo error 500 intermitente.,Soporte Técnico,Errores,Error 500
TKT-0796,¿Qué formatos soportan para exportación?,Performance & Monitoring,Logs,Exportación de reportes
TKT-0797,Quiero cambiar mi método de pago de tarjeta a transferencia.,Billing & Account,Facturación,Métodos de pago
TKT-0798,Las notificaciones de Slack tienen formato incorrecto.,Performance & Monitoring,Alertas,Integración con Slack
TKT-0799,¿Cuál es el procedimiento para renovar credenciales vencidas?,API Management,Autenticación,Renovación de credenciales
TKT-0800,¿Hay SDK para Go?,Soporte Técnico,Instalación,Instalación de SDK
TKT-0801,Cambio de email no se reflejó en el sistema.,Billing & Account,Acceso,Cambio de correo
TKT-0802,¿Hay guía de migraciones de compatibilidad?,Soporte Técnico,Errores,Problema de compatibilidad
TKT-0803,"Necesito reembolso parcial, ¿es posible?",Billing & Account,Facturación,Reembolsos
TKT-0804,¿Cuánto tarda en completarse la provisión de un servidor nuevo?,Cloud Infrastructure,Instancias,Provisión de servidor
TKT-0805,Compré un plan anual pero no veo descuento aplicado.,Billing & Account,Facturación,Descuentos no aplicados
TKT-0806,La migración falló a mitad del proceso.,Soporte Técnico,Mantenimiento,Migraciones
TKT-0807,Problema con Configuración de firewall,Cloud Infrastructure,Redes,Configuración de firewall
